symbol,model,rows_seen,rows_with_future_label,action_accuracy,direction_accuracy,action_macro_f1,action_weighted_f1,target_exposure_mae,target_exposure_correlation,open_timing_error_seconds,close_timing_error_seconds,add_recall,reduce_recall,flip_recall,cycle_direction_match,confidence_calibration_gap
ETHU20,cross_asset_logistic,32,31,0.3548387096774194,0.7096774193548387,0.18872549019607843,0.2166350411132195,0.258448860592477,0.10765248628433195,339213.4311428572,103519.29428571429,1.0,0.2,,1.0,0.2781603341204346
ETHU21,frequency_baseline,54,53,0.4339622641509434,0.9056603773584906,0.1513157894736842,0.26266137040714993,0.20852711789134332,0.302439167114532,532929.54825,38926.147884615384,1.0,0.0,,1.0,0.1393619752930959
ETHU21,distilled_rules,54,53,0.39622641509433965,0.7735849056603774,0.18004201680672272,0.38748612652608216,0.1672909729929708,0.7172013840719265,320168.21775,25893.223846153847,0.17391304347826086,0.7142857142857143,,0.8125,0.42387159689004683
ETHU21,cross_asset_logistic,54,53,0.6792452830188679,0.9056603773584906,0.3694805194805194,0.6144082332761578,0.10983744419110601,0.8533458921442959,532929.54825,32406.5465,0.9130434782608695,0.7142857142857143,,1.0,0.1993044809865931
ETHUSD,frequency_baseline,3536,3535,0.5171145685997172,0.8526166902404526,0.12203225141791288,0.37389362439592577,0.11622583714191524,0.5190021010915414,317990.461631579,19147.77760916861,1.0,0.0,0.0,0.9067388688327317,0.05623938131895001
ETHUSD,distilled_rules,3536,3535,0.2571428571428571,0.6545968882602546,0.1301595518231256,0.30568919707189834,0.0760811319535346,0.5903474527178191,144690.05040350877,11657.926442113443,0.2284313725490196,0.35511363636363635,0.0,0.6820096269554753,0.46350239240675634
ETHUSD,cross_asset_logistic,3536,3535,0.5841584158415841,0.826025459688826,0.157862584589478,0.49876065224210375,0.03770249230032694,0.83043406148303,317990.461631579,13721.354216783217,0.8838235294117647,0.5928030303030303,0.0,0.8784596871239471,0.07496287030443334
ETHUSDZ20,frequency_baseline,2,1,0.0,0.0,0.0,0.0,0.021136765389461416,,,10382.394,,,,,0.6046511627906976
ETHUSDZ20,distilled_rules,2,1,0.0,0.0,0.0,0.0,0.0625,,,10382.394,,,,,0.6631736526946107
ETHUSDZ20,cross_asset_logistic,2,1,0.0,0.0,0.0,0.0,0.0009317398071289062,,,10382.394,,,,,0.5077253199310899
ETHZ20,frequency_baseline,207,206,0.6213592233009708,0.9611650485436893,0.19161676646706585,0.47625138073367823,0.24192431643724618,0.26239902374351365,83764.326,32469.110842857142,1.0,0.0,,1.0,0.2330935806406712
ETHZ20,distilled_rules,207,206,0.1941747572815534,0.9077669902912622,0.06565809880727007,0.1652139632078483,0.20132516526209845,0.617266947312601,83764.326,9735.468299999999,0.046875,0.5483870967741935,,0.9444444444444444,0.5177857865423681
ETHZ20,cross_asset_logistic,207,206,0.6893203883495146,0.9611650485436893,0.34291484939847205,0.6605647567955908,0.11501860475634876,0.8398988697144282,83764.326,19099.565771428573,0.8125,0.6129032258064516,,1.0,0.15934836039568973
ETHZ21,frequency_baseline,307,306,0.5294117647058824,0.9934640522875817,0.1730769230769231,0.3665158371040725,0.2767269758133401,0.19224418460519793,17271.912,25525.617774647886,1.0,0.0,,1.0,0.20066229442879296
ETHZ21,distilled_rules,307,306,0.23529411764705882,0.9771241830065359,0.13906589014502685,0.2777636714158085,0.12418851744256354,0.8051513898844609,11832.4135,18163.859908450704,0.09876543209876543,0.39285714285714285,,0.9802631578947368,0.468575594351638
ETHZ21,cross_asset_logistic,307,306,0.7875816993464052,0.9934640522875817,0.39640239479467776,0.7825713155768008,0.058434870226589324,0.9866269078314576,17271.912,8548.513429577464,0.7283950617283951,0.8785714285714286,,1.0,0.09898357248797289
LINKUSDT,frequency_baseline,35,34,0.5294117647058824,0.8529411764705882,0.1730769230769231,0.36651583710407243,0.20473223786436792,0.046335098252678,4853702.41425,41295.29191666667,1.0,0.0,,1.0,0.20876905171044932
LINKUSDT,distilled_rules,35,34,0.23529411764705882,0.7941176470588235,0.10004810004810004,0.31194295900178254,0.2318106324648337,0.08423641802743659,4853702.41425,25878.520416666666,0.3888888888888889,0.14285714285714285,,0.9310344827586207,0.5020364228725814
